,Fiscal Year Released,Recidivism Reporting Year,Race - Ethnicity,Age At Release ,Convicting Offense Classification,Convicting Offense Type,Convicting Offense Subtype,Release Type,Main Supervising District,Recidivism - Return to Prison,Days to Recidivism,New Conviction Offense Classification,New Conviction Offense Type,New Conviction Offense Sub Type,Part of Target Population,Recidivism Type,Sex
5796,2011,2014,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Public Order,Other Public Order,Discharged – End of Sentence,,Yes,885.0,D Felony,Public Order,Other Public Order,No,New,Male
5797,2011,2014,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,3JD,Yes,223.0,,,,Yes,Tech,Male
5798,2011,2014,White - Hispanic,25-34,Aggravated Misdemeanor,Property,Forgery/Fraud,Parole,,No,,,,,Yes,No Recidivism,Male
5799,2011,2014,White - Non-Hispanic,35-44,D Felony,Property,Vandalism,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
5800,2011,2014,White - Non-Hispanic,35-44,D Felony,Property,Vandalism,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
5801,2011,2014,White - Non-Hispanic,35-44,D Felony,Property,Vandalism,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
5802,2011,2014,White - Hispanic,35-44,D Felony,Public Order,OWI,Parole,8JD,No,,,,,Yes,No Recidivism,Male
5803,2011,2014,Black - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,Traffic,Parole,2JD,No,,,,,Yes,No Recidivism,Male
5804,2011,2014,White - Non-Hispanic,25-34,D Felony,Property,Burglary,Parole,8JD,Yes,121.0,,,,Yes,Tech,Male
5805,2011,2014,Black - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,5JD,No,,,,,Yes,No Recidivism,Male
5806,2011,2014,Black - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,5JD,No,,,,,Yes,No Recidivism,Male
5807,2011,2014,Black - Non-Hispanic,45-54,D Felony,Violent,Assault,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
5808,2011,2014,Black - Non-Hispanic,45-54,D Felony,Violent,Assault,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
5809,2011,2014,White - Non-Hispanic,25-34,D Felony,Drug,Trafficking,Discharged – End of Sentence,,Yes,511.0,Aggravated Misdemeanor,Drug,Drug Possession,No,New,Female
5810,2011,2014,White - Non-Hispanic,45-54,D Felony,Property,Vandalism,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
5811,2011,2014,White - Non-Hispanic,45-54,D Felony,Property,Vandalism,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
5812,2011,2014,White - Non-Hispanic,Under 25,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
5813,2011,2014,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole,4JD,Yes,132.0,,,,Yes,Tech,Male
5814,2011,2014,White - Non-Hispanic,45-54,D Felony,Public Order,OWI,Discharged – End of Sentence,,Yes,578.0,D Felony,Public Order,OWI,No,New,Male
5815,2011,2014,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,Yes,498.0,Aggravated Misdemeanor,Public Order,Alcohol,No,New,Male
5816,2011,2014,White - Non-Hispanic,25-34,C Felony,Violent,Robbery,Parole,6JD,No,,,,,Yes,No Recidivism,Male
5817,2011,2014,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole,1JD,No,,,,,Yes,No Recidivism,Male
5818,2011,2014,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole,1JD,No,,,,,Yes,No Recidivism,Male
5819,2011,2014,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole,1JD,No,,,,,Yes,No Recidivism,Male
5820,2011,2014,Black - Non-Hispanic,Under 25,C Felony,Drug,Trafficking,Parole,1JD,Yes,189.0,,,,Yes,Tech,Male
5821,2011,2014,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Violent,Assault,Parole,5JD,No,,,,,Yes,No Recidivism,Male
5822,2011,2014,Black - Non-Hispanic,25-34,D Felony,Property,Forgery/Fraud,Parole,1JD,Yes,193.0,Aggravated Misdemeanor,Property,Forgery/Fraud,Yes,New,Female
5823,2011,2014,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,5JD,No,,,,,Yes,No Recidivism,Male
5824,2011,2014,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,5JD,No,,,,,Yes,No Recidivism,Male
5825,2011,2014,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,5JD,No,,,,,Yes,No Recidivism,Male
5826,2011,2014,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,5JD,No,,,,,Yes,No Recidivism,Male
5827,2011,2014,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,5JD,No,,,,,Yes,No Recidivism,Male
5828,2011,2014,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,5JD,No,,,,,Yes,No Recidivism,Male
5829,2011,2014,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,5JD,No,,,,,Yes,No Recidivism,Male
5830,2011,2014,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,5JD,No,,,,,Yes,No Recidivism,Male
5831,2011,2014,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,5JD,No,,,,,Yes,No Recidivism,Male
5832,2011,2014,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,5JD,No,,,,,Yes,No Recidivism,Male
5833,2011,2014,White - Non-Hispanic,25-34,D Felony,Other,Other Criminal,Parole,8JD,No,,,,,Yes,No Recidivism,Male
5834,2011,2014,White - Non-Hispanic,25-34,D Felony,Drug,Drug Possession,Discharged – End of Sentence,,Yes,191.0,D Felony,Public Order,Weapons,No,New,Male
5835,2011,2014,White - Hispanic,25-34,D Felony,Public Order,Flight/Escape,Parole,,No,,,,,No,No Recidivism,Male
5836,2011,2014,White - Non-Hispanic,55 and Older,B Felony,Violent,Sex,Parole,3JD,Yes,438.0,,,,Yes,Tech,Male
5837,2011,2014,Black - Non-Hispanic,45-54,Aggravated Misdemeanor,Property,Burglary,Parole,5JD,No,,,,,Yes,No Recidivism,Male
5838,2011,2014,Black - Non-Hispanic,45-54,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Female
5839,2011,2014,White - Non-Hispanic,45-54,C Felony,Property,Burglary,Parole,1JD,No,,,,,Yes,No Recidivism,Female
5840,2011,2014,White - Non-Hispanic,35-44,D Felony,Property,Burglary,Parole,5JD,Yes,766.0,D Felony,Property,Burglary,Yes,New,Male
5841,2011,2014,White - Non-Hispanic,25-34,C Felony,Property,Arson,Discharged – End of Sentence,,Yes,932.0,D Felony,Drug,Trafficking,No,New,Male
5842,2011,2014,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,4JD,No,,,,,Yes,No Recidivism,Female
5843,2011,2014,White - Non-Hispanic,35-44,C Felony,Property,Burglary,Parole,7JD,No,,,,,Yes,No Recidivism,Male
5844,2011,2014,White - Non-Hispanic,Under 25,D Felony,Violent,Assault,Parole,7JD,No,,,,,Yes,No Recidivism,Male
5845,2011,2014,American Indian or Alaska Native - Non-Hispanic,Under 25,D Felony,Property,Burglary,Parole,3JD,No,,,,,Yes,No Recidivism,Male
5846,2011,2014,Black - Non-Hispanic,Under 25,D Felony,Violent,Assault,Parole,5JD,Yes,238.0,C Felony,Property,Burglary,Yes,New,Male
5847,2011,2014,White - Non-Hispanic,35-44,D Felony,Violent,Assault,Parole,8JD,No,,,,,Yes,No Recidivism,Male
5848,2011,2014,Black - Non-Hispanic,Under 25,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,,Yes,1017.0,Aggravated Misdemeanor,Violent,Assault,No,New,Female
5849,2011,2014,Black - Non-Hispanic,45-54,C Felony,Violent,Robbery,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
5850,2011,2014,Black - Non-Hispanic,45-54,C Felony,Violent,Robbery,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
5851,2011,2014,White - Non-Hispanic,35-44,C Felony,Violent,Assault,Parole,2JD,No,,,,,Yes,No Recidivism,Female
5852,2011,2014,White - Non-Hispanic,25-34,C Felony,Property,Theft,Parole,2JD,Yes,533.0,,,,Yes,Tech,Male
5853,2011,2014,White - Non-Hispanic,35-44,Serious Misdemeanor,Public Order,OWI,Parole,2JD,Yes,288.0,B Felony,Drug,Trafficking,Yes,New,Male
5854,2011,2014,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,8JD,Yes,302.0,Aggravated Misdemeanor,Public Order,Traffic,Yes,New,Male
5855,2011,2014,White - Non-Hispanic,55 and Older,Aggravated Misdemeanor,Violent,Sex,Special Sentence,6JD,Yes,41.0,,,,Yes,Tech,Male
5856,2011,2014,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Female
5857,2011,2014,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Female
5858,2011,2014,White - Non-Hispanic,Under 25,C Felony,Property,Theft,Parole,8JD,Yes,175.0,,,,Yes,Tech,Male
5859,2011,2014,White - Non-Hispanic,25-34,D Felony,Property,Burglary,Parole,2JD,Yes,341.0,Aggravated Misdemeanor,Public Order,OWI,Yes,New,Male
5860,2011,2014,White - Non-Hispanic,Under 25,C Felony,Other,Other Criminal,Discharged – End of Sentence,,Yes,809.0,Aggravated Misdemeanor,Violent,Assault,No,New,Male
5861,2011,2014,Black - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,7JD,No,,,,,Yes,No Recidivism,Female
5862,2011,2014,White - Hispanic,35-44,B Felony,Drug,Trafficking,Parole,,No,,,,,No,No Recidivism,Male
5863,2011,2014,White - Non-Hispanic,35-44,C Felony,Property,Burglary,Parole,Interstate Compact,No,,,,,No,No Recidivism,Male
5864,2011,2014,Black - Non-Hispanic,45-54,D Felony,Public Order,OWI,Parole,5JD,No,,,,,Yes,No Recidivism,Female
5865,2011,2014,White - Hispanic,25-34,D Felony,Drug,Other Drug,Parole,Interstate Compact,No,,,,,No,No Recidivism,Male
5866,2011,2014,White - Non-Hispanic,55 and Older,Felony - Enhancement to Original Penalty,Violent,Sex,Parole,6JD,No,,,,,Yes,No Recidivism,Male
5867,2011,2014,White - Non-Hispanic,25-34,C Felony,Violent,Other Violent,Parole,5JD,No,,,,,Yes,No Recidivism,Male
5868,2011,2014,White - Non-Hispanic,25-34,C Felony,Violent,Other Violent,Parole,5JD,No,,,,,Yes,No Recidivism,Male
5869,2011,2014,White - Non-Hispanic,Under 25,D Felony,Property,Burglary,Parole,3JD,Yes,158.0,,,,Yes,Tech,Male
5870,2011,2014,White - Non-Hispanic,25-34,D Felony,Public Order,OWI,Parole,Interstate Compact,No,,,,,No,No Recidivism,Male
5871,2011,2014,White - Non-Hispanic,25-34,D Felony,Public Order,OWI,Parole,Interstate Compact,No,,,,,No,No Recidivism,Male
5872,2011,2014,White - Non-Hispanic,25-34,D Felony,Public Order,OWI,Parole,Interstate Compact,No,,,,,No,No Recidivism,Male
5873,2011,2014,White - Non-Hispanic,25-34,C Felony,Violent,Assault,Parole,5JD,Yes,487.0,Serious Misdemeanor,Violent,Assault,Yes,New,Male
5874,2011,2014,Asian or Pacific Islander - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,Yes,326.0,Aggravated Misdemeanor,Public Order,OWI,No,New,Male
5875,2011,2014,Asian or Pacific Islander - Non-Hispanic,35-44,D Felony,Property,Burglary,Parole,,No,,,,,No,No Recidivism,Male
5876,2011,2014,Black - Non-Hispanic,25-34,D Felony,Drug,Drug Possession,Parole,5JD,No,,,,,Yes,No Recidivism,Male
5877,2011,2014,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,8JD,Yes,319.0,B Felony,Drug,Trafficking,Yes,New,Male
5878,2011,2014,White - Hispanic,Under 25,D Felony,Property,Theft,Parole,4JD,No,,,,,Yes,No Recidivism,Male
5879,2011,2014,White - Hispanic,25-34,Aggravated Misdemeanor,Public Order,Traffic,Discharged – End of Sentence,,Yes,792.0,Aggravated Misdemeanor,Violent,Assault,No,New,Male
5880,2011,2014,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,Yes,696.0,D Felony,Property,Forgery/Fraud,No,New,Male
5881,2011,2014,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Public Order,Prostitution/Pimping,Parole,5JD,Yes,149.0,,,,Yes,Tech,Female
5882,2011,2014,White - Non-Hispanic,25-34,C Felony,Violent,Sex,Special Sentence,6JD,Yes,423.0,,,,Yes,Tech,Male
5883,2011,2014,Black - Non-Hispanic,35-44,Aggravated Misdemeanor,Property,Theft,Parole,5JD,Yes,526.0,Aggravated Misdemeanor,Property,Forgery/Fraud,Yes,New,Male
5884,2011,2014,White - Non-Hispanic,35-44,B Felony,Drug,Trafficking,Parole,4JD,No,,,,,Yes,No Recidivism,Female
5885,2011,2014,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,5JD,Yes,249.0,,,,Yes,Tech,Male
5886,2011,2014,White - Non-Hispanic,25-34,D Felony,Property,Burglary,Parole,5JD,Yes,120.0,,,,No,Tech,Male
5887,2011,2014,White - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,Interstate Compact,No,,,,,No,No Recidivism,Male
5888,2011,2014,White - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,Interstate Compact,No,,,,,No,No Recidivism,Male
5889,2011,2014,White - Non-Hispanic,Under 25,C Felony,Property,Burglary,Parole,Interstate Compact,No,,,,,No,No Recidivism,Male
5890,2011,2014,White - Non-Hispanic,Under 25,C Felony,Property,Burglary,Parole,Interstate Compact,No,,,,,No,No Recidivism,Male
5891,2011,2014,White - Non-Hispanic,35-44,D Felony,Public Order,OWI,Parole,6JD,Yes,844.0,D Felony,Public Order,OWI,Yes,New,Male
5892,2011,2014,White - Non-Hispanic,45-54,D Felony,Public Order,Other Public Order,Parole,7JD,Yes,81.0,,,,No,Tech,Male
5893,2011,2014,Asian or Pacific Islander - Non-Hispanic,25-34,Aggravated Misdemeanor,Property,Theft,Parole,,No,,,,,No,No Recidivism,Female
5894,2011,2014,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Violent,Sex,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
5895,2011,2014,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,Yes,703.0,Aggravated Misdemeanor,Violent,Assault,No,New,Male
5896,2011,2014,White - Non-Hispanic,25-34,C Felony,Property,Theft,Parole,2JD,No,,,,,Yes,No Recidivism,Female
5897,2011,2014,White - Non-Hispanic,45-54,D Felony,Property,Burglary,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
5898,2011,2014,White - Non-Hispanic,45-54,D Felony,Property,Burglary,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
5899,2011,2014,White - Non-Hispanic,45-54,D Felony,Property,Burglary,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
5900,2011,2014,White - Non-Hispanic,45-54,D Felony,Property,Burglary,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
5901,2011,2014,White - Non-Hispanic,45-54,D Felony,Property,Burglary,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
5902,2011,2014,White - Non-Hispanic,45-54,B Felony,Drug,Trafficking,Parole,2JD,No,,,,,Yes,No Recidivism,Male
5903,2011,2014,White - Non-Hispanic,45-54,B Felony,Drug,Trafficking,Parole,2JD,No,,,,,Yes,No Recidivism,Male
5904,2011,2014,White - Non-Hispanic,45-54,B Felony,Drug,Trafficking,Parole,2JD,No,,,,,Yes,No Recidivism,Male
5905,2011,2014,White - Non-Hispanic,45-54,B Felony,Drug,Trafficking,Parole,2JD,No,,,,,Yes,No Recidivism,Male
5906,2011,2014,White - Non-Hispanic,25-34,Serious Misdemeanor,Violent,Sex,Special Sentence,3JD,Yes,32.0,,,,Yes,Tech,Male
5907,2011,2014,White - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,2JD,Yes,155.0,,,,Yes,Tech,Male
5908,2011,2014,White - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,2JD,No,,,,,Yes,No Recidivism,Male
5909,2011,2014,White - Non-Hispanic,Under 25,C Felony,Violent,Assault,Discharged – End of Sentence,,Yes,880.0,D Felony,Public Order,OWI,No,New,Male
5910,2011,2014,Black - Non-Hispanic,55 and Older,Aggravated Misdemeanor,Drug,Drug Possession,Parole,5JD,No,,,,,Yes,No Recidivism,Male
5911,2011,2014,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole,7JD,No,,,,,Yes,No Recidivism,Male
5912,2011,2014,American Indian or Alaska Native - Non-Hispanic,35-44,C Felony,Violent,Assault,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
5913,2011,2014,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Public Order,Traffic,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Female
5914,2011,2014,White - Hispanic,25-34,D Felony,Public Order,OWI,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
5915,2011,2014,White - Hispanic,25-34,D Felony,Public Order,OWI,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
5916,2011,2014,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Property,Vandalism,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
5917,2011,2014,White - Hispanic,Under 25,D Felony,Public Order,Other Public Order,Discharged – End of Sentence,,Yes,749.0,C Felony,Drug,Trafficking,No,New,Male
5918,2011,2014,Black - Non-Hispanic,25-34,C Felony,Property,Arson,Parole,1JD,Yes,909.0,Serious Misdemeanor,Violent,Assault,Yes,New,Female
5919,2011,2014,White - Non-Hispanic,25-34,D Felony,Drug,Trafficking,Parole,5JD,No,,,,,Yes,No Recidivism,Male
5920,2011,2014,White - Non-Hispanic,25-34,D Felony,Drug,Trafficking,Parole,5JD,No,,,,,Yes,No Recidivism,Male
5921,2011,2014,White - Non-Hispanic,25-34,D Felony,Property,Forgery/Fraud,Parole,1JD,No,,,,,Yes,No Recidivism,Female
5922,2011,2014,White - Non-Hispanic,25-34,D Felony,Property,Forgery/Fraud,Parole,1JD,No,,,,,Yes,No Recidivism,Female
5923,2011,2014,White - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Violent,Sex,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
5924,2011,2014,White - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Violent,Sex,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
5925,2011,2014,White - Non-Hispanic,35-44,D Felony,Public Order,Weapons,Parole,2JD,No,,,,,Yes,No Recidivism,Male
5926,2011,2014,White - Non-Hispanic,Under 25,D Felony,Public Order,OWI,Parole,5JD,No,,,,,Yes,No Recidivism,Male
5927,2011,2014,White - Non-Hispanic,55 and Older,C Felony,Violent,Assault,Parole,5JD,No,,,,,Yes,No Recidivism,Male
5928,2011,2014,Black - Non-Hispanic,55 and Older,Aggravated Misdemeanor,Drug,Drug Possession,Discharged – End of Sentence,,Yes,227.0,Aggravated Misdemeanor,Property,Theft,No,New,Male
5929,2011,2014,White - Hispanic,35-44,C Felony,Drug,Trafficking,Parole,2JD,Yes,503.0,,,,Yes,Tech,Male
5930,2011,2014,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Other,Other Criminal,Special Sentence,Interstate Compact,No,,,,,Yes,No Recidivism,Male
5931,2011,2014,Black - Non-Hispanic,55 and Older,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,,Yes,388.0,D Felony,Property,Burglary,No,New,Male
5932,2011,2014,White - Non-Hispanic,55 and Older,D Felony,Drug,Drug Possession,Discharged – End of Sentence,,Yes,922.0,D Felony,Property,Forgery/Fraud,No,New,Male
5933,2011,2014,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,Weapons,Parole,5JD,Yes,462.0,C Felony,Violent,Sex,Yes,New,Male
5934,2011,2014,White - Non-Hispanic,25-34,D Felony,Other,Other Criminal,Discharged – End of Sentence,,Yes,113.0,Felony - Enhancement to Original Penalty,Property,Forgery/Fraud,No,New,Male
5935,2011,2014,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole,2JD,Yes,707.0,Aggravated Misdemeanor,Drug,Drug Possession,Yes,New,Male
5936,2011,2014,White - Non-Hispanic,25-34,D Felony,Violent,Assault,Parole,1JD,Yes,973.0,Felony - Enhancement to Original Penalty,Property,Theft,Yes,New,Male
5937,2011,2014,American Indian or Alaska Native - Non-Hispanic,35-44,D Felony,Violent,Assault,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Female
5938,2011,2014,Black - Non-Hispanic,35-44,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,Yes,236.0,Aggravated Misdemeanor,Violent,Assault,No,New,Male
5939,2011,2014,American Indian or Alaska Native - Non-Hispanic,Under 25,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,Yes,498.0,Aggravated Misdemeanor,Violent,Assault,No,New,Male
5940,2011,2014,Black - Non-Hispanic,35-44,C Felony,Property,Theft,Parole,6JD,Yes,637.0,,,,Yes,Tech,Male
5941,2011,2014,White - Hispanic,35-44,D Felony,Drug,Trafficking,Parole,Interstate Compact,No,,,,,No,No Recidivism,Male
5942,2011,2014,White - Hispanic,35-44,D Felony,Drug,Trafficking,Parole,Interstate Compact,No,,,,,No,No Recidivism,Male
5943,2011,2014,White - Non-Hispanic,45-54,D Felony,Public Order,OWI,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
5944,2011,2014,White - Non-Hispanic,45-54,D Felony,Public Order,OWI,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
5945,2011,2014,White - Non-Hispanic,45-54,D Felony,Public Order,OWI,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
5946,2011,2014,White - Non-Hispanic,45-54,D Felony,Public Order,OWI,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
5947,2011,2014,White - Non-Hispanic,45-54,D Felony,Public Order,OWI,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
5948,2011,2014,White - Non-Hispanic,45-54,D Felony,Public Order,OWI,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
5949,2011,2014,White - Non-Hispanic,45-54,D Felony,Public Order,OWI,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
5950,2011,2014,White - Non-Hispanic,45-54,D Felony,Public Order,OWI,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
5951,2011,2014,White - Non-Hispanic,45-54,D Felony,Public Order,OWI,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
